experiment_id,run_id,gen,n_pop,n_feasible,f1_min_feas,f2_min_feas,f1_mean_feas,f2_mean_feas,fitness_yolo_max_feas,fitness_yolo_mean_feas,ref_point_hv,hypervolume_feas
umbrella_sbx_polynomial_run01,1,0,30,26,-0.8935468196868896,8.0,-0.5684192123321387,47.19230769230769,0.8935468196868896,0.5684192123321387,"[0.0, 80]",59.48260608315468
umbrella_sbx_polynomial_run01,1,1,30,30,-0.9105995893478394,8.0,-0.6692381461461385,33.666666666666664,0.9105995893478394,0.6692381461461385,"[0.0, 80]",60.7708041369915
umbrella_sbx_polynomial_run01,1,2,30,30,-0.9105995893478394,8.0,-0.7048821767171224,23.766666666666666,0.9105995893478394,0.7048821767171224,"[0.0, 80]",63.99663710594177
umbrella_sbx_polynomial_run01,1,3,30,30,-0.9445370435714722,8.0,-0.7929517537355423,26.133333333333333,0.9445370435714722,0.7929517537355423,"[0.0, 80]",65.61142379045486
umbrella_sbx_polynomial_run01,1,4,30,30,-0.9486472606658936,8.0,-0.8085427939891815,27.066666666666666,0.9486472606658936,0.8085427939891815,"[0.0, 80]",66.04132848978043
umbrella_sbx_polynomial_run01,1,5,30,30,-0.9486472606658936,8.0,-0.8861312448978425,33.5,0.9486472606658936,0.8861312448978425,"[0.0, 80]",66.04132848978043
umbrella_sbx_polynomial_run01,1,6,30,30,-0.9486472606658936,6.0,-0.852600046992302,34.0,0.9486472606658936,0.852600046992302,"[0.0, 80]",66.7376759648323
umbrella_sbx_polynomial_run01,1,7,30,30,-0.9486472606658936,6.0,-0.8128978570302328,29.366666666666667,0.9486472606658936,0.8128978570302328,"[0.0, 80]",66.87566113471985
umbrella_sbx_polynomial_run01,1,8,30,30,-0.9493192434310913,6.0,-0.8082741598288218,27.766666666666666,0.9493192434310913,0.8082741598288218,"[0.0, 80]",67.11508631706238
umbrella_sbx_polynomial_run01,1,9,30,30,-0.9575844407081604,6.0,-0.8191406110922496,23.466666666666665,0.9575844407081604,0.8191406110922496,"[0.0, 80]",68.70373174548149
umbrella_sbx_polynomial_run01,1,10,30,30,-0.9575844407081604,6.0,-0.8102028489112854,22.433333333333334,0.9575844407081604,0.8102028489112854,"[0.0, 80]",68.73691442608833
umbrella_sbx_polynomial_run01,1,11,30,30,-0.9575844407081604,6.0,-0.8261332243680954,20.566666666666666,0.9575844407081604,0.8261332243680954,"[0.0, 80]",69.19062668085098
umbrella_sbx_polynomial_run01,1,12,30,30,-0.9575844407081604,6.0,-0.879983268181483,23.2,0.9575844407081604,0.879983268181483,"[0.0, 80]",69.42751204967499
umbrella_sbx_polynomial_run01,1,13,30,30,-0.9575844407081604,6.0,-0.8970203598340353,25.166666666666668,0.9575844407081604,0.8970203598340353,"[0.0, 80]",69.48369669914246
umbrella_sbx_polynomial_run01,1,14,30,30,-0.9575844407081604,6.0,-0.8954324026902517,25.233333333333334,0.9575844407081604,0.8954324026902517,"[0.0, 80]",69.77823376655579
umbrella_sbx_polynomial_run01,1,15,30,30,-0.9575844407081604,4.0,-0.881704929471016,24.733333333333334,0.9575844407081604,0.881704929471016,"[0.0, 80]",70.62288257479668
umbrella_sbx_polynomial_run01,1,16,30,30,-0.9588521122932434,4.0,-0.8531642536322276,23.366666666666667,0.9588521122932434,0.8531642536322276,"[0.0, 80]",70.90948060154915
umbrella_sbx_polynomial_run01,1,17,30,30,-0.961432695388794,4.0,-0.8569122890631358,22.866666666666667,0.961432695388794,0.8569122890631358,"[0.0, 80]",71.01631417870522
umbrella_sbx_polynomial_run01,1,18,30,30,-0.961432695388794,4.0,-0.8600554237763087,22.8,0.961432695388794,0.8600554237763087,"[0.0, 80]",71.65550464391708
umbrella_sbx_polynomial_run01,1,19,30,30,-0.961432695388794,4.0,-0.9008600850900014,23.5,0.961432695388794,0.9008600850900014,"[0.0, 80]",71.6628588438034
umbrella_sbx_polynomial_run01,1,20,30,30,-0.961432695388794,4.0,-0.9154486318429311,21.2,0.961432695388794,0.9154486318429311,"[0.0, 80]",71.80080354213715
umbrella_sbx_polynomial_run01,1,21,30,30,-0.961432695388794,4.0,-0.9224503735701243,22.166666666666668,0.961432695388794,0.9224503735701243,"[0.0, 80]",72.05553704500198
umbrella_sbx_polynomial_run01,1,22,30,30,-0.961432695388794,4.0,-0.9202324271202087,22.066666666666666,0.961432695388794,0.9202324271202087,"[0.0, 80]",72.23179692029953
umbrella_sbx_polynomial_run01,1,23,30,30,-0.961432695388794,3.0,-0.9143948485453923,25.966666666666665,0.961432695388794,0.9143948485453923,"[0.0, 80]",72.63150462508202
umbrella_sbx_polynomial_run01,1,24,30,30,-0.961432695388794,3.0,-0.9097945859034856,25.866666666666667,0.961432695388794,0.9097945859034856,"[0.0, 80]",72.63150462508202
umbrella_sbx_polynomial_run01,1,25,30,30,-0.961432695388794,3.0,-0.8975429644187292,24.566666666666666,0.961432695388794,0.8975429644187292,"[0.0, 80]",72.64273858070374
umbrella_sbx_polynomial_run01,1,26,30,30,-0.962175726890564,3.0,-0.8829905360937118,24.533333333333335,0.962175726890564,0.8829905360937118,"[0.0, 80]",72.67171680927277
umbrella_sbx_polynomial_run01,1,27,30,30,-0.962175726890564,3.0,-0.8858346154292425,25.7,0.962175726890564,0.8858346154292425,"[0.0, 80]",72.67862498760223
umbrella_sbx_polynomial_run01,1,28,30,30,-0.962175726890564,3.0,-0.8482325474421183,23.5,0.962175726890564,0.8482325474421183,"[0.0, 80]",72.67862498760223
umbrella_sbx_polynomial_run01,1,29,30,30,-0.962175726890564,3.0,-0.8930185973644257,28.366666666666667,0.962175726890564,0.8930185973644257,"[0.0, 80]",72.68153297901154
umbrella_sbx_polynomial_run01,1,30,30,30,-0.962175726890564,3.0,-0.8819891810417175,23.5,0.962175726890564,0.8819891810417175,"[0.0, 80]",73.08351916074753
umbrella_sbx_polynomial_run01,1,31,30,30,-0.962175726890564,3.0,-0.8647748510042826,23.4,0.962175726890564,0.8647748510042826,"[0.0, 80]",73.08351916074753
umbrella_sbx_polynomial_run01,1,32,30,30,-0.962175726890564,3.0,-0.8651669005552928,24.533333333333335,0.962175726890564,0.8651669005552928,"[0.0, 80]",73.11281663179398
umbrella_sbx_polynomial_run01,1,33,30,30,-0.962175726890564,3.0,-0.9110598335663478,25.933333333333334,0.962175726890564,0.9110598335663478,"[0.0, 80]",73.17102116346359
umbrella_sbx_polynomial_run01,1,34,30,30,-0.962175726890564,3.0,-0.9047979901234309,23.633333333333333,0.962175726890564,0.9047979901234309,"[0.0, 80]",73.17102116346359
umbrella_sbx_polynomial_run01,1,35,30,30,-0.962175726890564,3.0,-0.9064927995204926,19.9,0.962175726890564,0.9064927995204926,"[0.0, 80]",73.17102116346359
umbrella_sbx_polynomial_run01,1,36,30,30,-0.962175726890564,3.0,-0.9117195725440979,20.333333333333332,0.962175726890564,0.9117195725440979,"[0.0, 80]",73.17999184131622
umbrella_sbx_polynomial_run01,1,37,30,30,-0.962175726890564,3.0,-0.9117339114348094,20.333333333333332,0.962175726890564,0.9117339114348094,"[0.0, 80]",73.17999184131622
umbrella_sbx_polynomial_run01,1,38,30,30,-0.962175726890564,3.0,-0.9143248299757639,20.8,0.962175726890564,0.9143248299757639,"[0.0, 80]",73.21693801879883
umbrella_sbx_polynomial_run01,1,39,30,30,-0.962175726890564,3.0,-0.9289933502674103,24.233333333333334,0.962175726890564,0.9289933502674103,"[0.0, 80]",73.2492607831955
umbrella_sbx_polynomial_run01,1,40,30,30,-0.962175726890564,3.0,-0.9283458193143209,23.433333333333334,0.962175726890564,0.9283458193143209,"[0.0, 80]",73.25374507904053
umbrella_sbx_polynomial_run01,1,41,30,30,-0.962175726890564,3.0,-0.9288519342740377,24.6,0.962175726890564,0.9288519342740377,"[0.0, 80]",73.27050513029099
