iterations,cfg,sd_seed,guidance_rescale,f1_alg,f2,fitness_yolo
12.789849374342538,13.614537295700497,9215.637455302132,0.1382419262682375,-0.9370344877243042,12.0,0.9370344877243042
12.789779923297086,13.614537295700497,9215.637455302132,0.1382419262682375,-0.9370344877243042,12.0,0.9370344877243042
12.787299057309802,13.614537295700497,9215.637455302132,0.1382419262682375,-0.9370344877243042,12.0,0.9370344877243042
12.767170159655002,13.614537295700497,9215.637455302132,0.1382419262682375,-0.9370344877243042,12.0,0.9370344877243042
12.765298653055622,13.614537295700497,9215.637455302132,0.1382419262682375,-0.9370344877243042,12.0,0.9370344877243042
5.523974069252194,3.558488629730568,2135.7201287138723,0.1380576535527896,-0.8390291333198547,5.0,0.8390291333198547
12.88903781685208,13.614537295700497,9215.720410863722,0.1382419262682375,-0.9370344877243042,12.0,0.9370344877243042
12.71481606015143,13.614537295700497,9215.637455302132,0.1382419262682375,-0.9370344877243042,12.0,0.9370344877243042
12.377609927406134,13.614537295700497,9215.637455302132,0.1382419262682375,-0.9370344877243042,12.0,0.9370344877243042
5.599007649981498,3.558488629730568,2135.7201287138723,0.1380576535527896,-0.8390291333198547,5.0,0.8390291333198547
12.762674972472027,13.614537295700497,9215.637455302132,0.1382419262682375,-0.9370344877243042,12.0,0.9370344877243042
12.891661497435674,13.614537295700497,9215.720410863722,0.1382419262682375,-0.9370344877243042,12.0,0.9370344877243042
12.891661497435674,13.614537295700497,9215.635839328086,0.1382419262682375,-0.9370344877243042,12.0,0.9370344877243042
12.896578416468769,13.614537295700497,9215.635839328086,0.1382419262682375,-0.9370344877243042,12.0,0.9370344877243042
12.685562900292952,13.614537295700497,9215.637455302132,0.1382419262682375,-0.9370344877243042,12.0,0.9370344877243042
12.709899141118337,13.614537295700497,9215.637455302132,0.1382419262682375,-0.9370344877243042,12.0,0.9370344877243042
10.526556899653201,3.619676429368626,2135.7201287138723,0.33619621294682733,-0.8693971633911133,10.0,0.8693971633911133
12.767360155526013,13.614537295700497,9215.637455302132,0.1382419262682375,-0.9370344877243042,12.0,0.9370344877243042
4.534313220270805,5.028823149189214,9328.699703835216,0.13734381817220367,-0.5443060398101807,4.0,0.5443060398101807
