iterations,cfg,sd_seed,guidance_rescale,f1_alg,f2,fitness_yolo
5.694894919945368,2.3972105239802652,2793.9669144431646,0.7235299432126242,-0.8679669499397278,5.0,0.8679669499397278
20.212680139241062,2.3936159624558013,2793.9669144431646,0.6681999681718718,-0.959487795829773,20.0,0.959487795829773
20.201557363083257,2.3936159624558013,2793.9669144431646,0.6681999681718718,-0.959487795829773,20.0,0.959487795829773
10.048313858180409,3.3405622465324725,2793.9669144431646,0.7238070130972853,-0.9522985816001892,10.0,0.9522985816001892
3.3348687291437984,2.9103422361308176,5802.605631633822,0.9204065762122549,-0.8407149314880371,3.0,0.8407149314880371
9.873241192197515,2.7262169883443845,2793.9669144431646,0.6638435089216251,-0.9323993921279907,9.0,0.9323993921279907
18.899412115172666,2.519322548112764,2793.9669144431646,0.7235000812393714,-0.9573122262954712,18.0,0.9573122262954712
14.357185087615102,2.8991961830646265,2793.9669144431646,0.9268887835323781,-0.9559286236763,14.0,0.9559286236763
5.805896654020383,2.3972105239802652,2793.9669144431646,0.7235299432126242,-0.8679669499397278,5.0,0.8679669499397278
20.212962355254966,2.3936159624558013,2793.9669144431646,0.6681999681718718,-0.959487795829773,20.0,0.959487795829773
20.642380582813487,2.3936159624558013,2793.9669144431646,0.6681999681718718,-0.959487795829773,20.0,0.959487795829773
