experiment_id,run_id,gen,n_pop,n_feasible,f1_min_feas,f2_min_feas,f1_mean_feas,f2_mean_feas,fitness_yolo_max_feas,fitness_yolo_mean_feas,ref_point_hv,hypervolume_feas
smsemoa_sbx_polynomial_run01,1,0,30,26,-0.925400972366333,4.0,-0.6300371908224546,53.15384615384615,0.925400972366333,0.6300371908224546,"[0.0, 80]",66.58800500631332
smsemoa_sbx_polynomial_run01,1,1,30,30,-0.9296368360519409,4.0,-0.7091552168130875,38.03333333333333,0.9296368360519409,0.7091552168130875,"[0.0, 80]",66.68518441915512
smsemoa_sbx_polynomial_run01,1,2,30,30,-0.9296368360519409,4.0,-0.7590824027856191,29.566666666666666,0.9296368360519409,0.7590824027856191,"[0.0, 80]",67.70774519443512
smsemoa_sbx_polynomial_run01,1,3,30,30,-0.9296368360519409,4.0,-0.7799014737208684,20.833333333333332,0.9296368360519409,0.7799014737208684,"[0.0, 80]",68.75201952457428
smsemoa_sbx_polynomial_run01,1,4,30,30,-0.9296368360519409,4.0,-0.8298677603403727,22.866666666666667,0.9296368360519409,0.8298677603403727,"[0.0, 80]",68.956651866436
smsemoa_sbx_polynomial_run01,1,5,30,30,-0.9306762218475342,4.0,-0.8482245941956837,21.533333333333335,0.9306762218475342,0.8482245941956837,"[0.0, 80]",69.81476175785065
smsemoa_sbx_polynomial_run01,1,6,30,30,-0.9306762218475342,4.0,-0.8505616267522176,20.866666666666667,0.9306762218475342,0.8505616267522176,"[0.0, 80]",70.35917299985886
smsemoa_sbx_polynomial_run01,1,7,30,30,-0.9306762218475342,4.0,-0.8628914634386698,20.666666666666668,0.9306762218475342,0.8628914634386698,"[0.0, 80]",70.5559909939766
smsemoa_sbx_polynomial_run01,1,8,30,30,-0.9306762218475342,4.0,-0.8795317749182383,20.966666666666665,0.9306762218475342,0.8795317749182383,"[0.0, 80]",70.60169875621796
smsemoa_sbx_polynomial_run01,1,9,30,30,-0.9306762218475342,4.0,-0.8974891761938731,23.666666666666668,0.9306762218475342,0.8974891761938731,"[0.0, 80]",70.60169875621796
smsemoa_sbx_polynomial_run01,1,10,30,30,-0.9306762218475342,4.0,-0.8995795726776123,21.233333333333334,0.9306762218475342,0.8995795726776123,"[0.0, 80]",70.6061362028122
smsemoa_sbx_polynomial_run01,1,11,30,30,-0.9327520132064819,4.0,-0.9031571090221405,22.7,0.9327520132064819,0.9031571090221405,"[0.0, 80]",70.61859095096588
smsemoa_sbx_polynomial_run01,1,12,30,30,-0.9465371370315552,4.0,-0.913175900777181,23.3,0.9465371370315552,0.913175900777181,"[0.0, 80]",71.39918196201324
smsemoa_sbx_polynomial_run01,1,13,30,30,-0.9465371370315552,4.0,-0.9190994024276733,19.433333333333334,0.9465371370315552,0.9190994024276733,"[0.0, 80]",71.47990930080414
smsemoa_sbx_polynomial_run01,1,14,30,30,-0.9465371370315552,4.0,-0.9215009212493896,20.3,0.9465371370315552,0.9215009212493896,"[0.0, 80]",71.47990930080414
smsemoa_sbx_polynomial_run01,1,15,30,30,-0.9465371370315552,4.0,-0.92112411459287,19.133333333333333,0.9465371370315552,0.92112411459287,"[0.0, 80]",71.49033772945404
smsemoa_sbx_polynomial_run01,1,16,30,30,-0.9465371370315552,4.0,-0.9212695479393005,19.133333333333333,0.9465371370315552,0.9212695479393005,"[0.0, 80]",71.49617063999176
smsemoa_sbx_polynomial_run01,1,17,30,30,-0.9493739008903503,4.0,-0.9231002171834309,19.966666666666665,0.9493739008903503,0.9231002171834309,"[0.0, 80]",71.63800883293152
smsemoa_sbx_polynomial_run01,1,18,30,30,-0.9493739008903503,4.0,-0.9239934543768565,18.5,0.9493739008903503,0.9239934543768565,"[0.0, 80]",71.64249348640442
smsemoa_sbx_polynomial_run01,1,19,30,30,-0.9493739008903503,4.0,-0.9160743733247121,11.3,0.9493739008903503,0.9160743733247121,"[0.0, 80]",71.64249348640442
smsemoa_sbx_polynomial_run01,1,20,30,30,-0.9493739008903503,4.0,-0.9229673743247986,11.533333333333333,0.9493739008903503,0.9229673743247986,"[0.0, 80]",71.64935100078583
smsemoa_sbx_polynomial_run01,1,21,30,30,-0.9590531587600708,4.0,-0.9229263365268707,11.966666666666667,0.9590531587600708,0.9229263365268707,"[0.0, 80]",72.15710359811783
smsemoa_sbx_polynomial_run01,1,22,30,30,-0.9590531587600708,4.0,-0.9239766935507456,12.666666666666666,0.9590531587600708,0.9239766935507456,"[0.0, 80]",72.16252821683884
smsemoa_sbx_polynomial_run01,1,23,30,30,-0.9602683782577515,4.0,-0.9241300125916799,10.733333333333333,0.9602683782577515,0.9241300125916799,"[0.0, 80]",72.22450441122055
smsemoa_sbx_polynomial_run01,1,24,30,30,-0.9602683782577515,4.0,-0.9239965399106344,10.033333333333333,0.9602683782577515,0.9239965399106344,"[0.0, 80]",72.22450441122055
smsemoa_sbx_polynomial_run01,1,25,30,30,-0.9602683782577515,4.0,-0.9260808944702148,10.833333333333334,0.9602683782577515,0.9260808944702148,"[0.0, 80]",72.22450441122055
smsemoa_sbx_polynomial_run01,1,26,30,30,-0.9602683782577515,4.0,-0.9262983719507853,10.866666666666667,0.9602683782577515,0.9262983719507853,"[0.0, 80]",72.22477740049362
smsemoa_sbx_polynomial_run01,1,27,30,30,-0.9602683782577515,4.0,-0.9269610901673635,10.833333333333334,0.9602683782577515,0.9269610901673635,"[0.0, 80]",72.22805255651474
smsemoa_sbx_polynomial_run01,1,28,30,30,-0.9602683782577515,4.0,-0.9270036955674489,11.4,0.9602683782577515,0.9270036955674489,"[0.0, 80]",72.23116451501846
