iterations,cfg,sd_seed,guidance_rescale,f1_alg,f2,fitness_yolo
15.200426892145124,9.795975262841294,7492.0843574133505,0.3048859797890591,-0.9521740674972534,15.0,0.9521740674972534
3.88592444964799,10.129157237360982,7659.275257458221,0.017686459714054747,-0.7910051345825195,3.0,0.7910051345825195
3.885924466697927,10.129157237360982,7659.275257458221,0.017686459714054747,-0.7910051345825195,3.0,0.7910051345825195
16.046672583453102,10.16007276263976,7492.084375029464,0.017684845496462914,-0.9542781710624695,16.0,0.9542781710624695
15.200426892145124,9.795975262841294,7492.084357068535,0.3048859797890591,-0.9521740674972534,15.0,0.9521740674972534
13.324881693487008,4.4740319785368285,7492.087204365089,0.2803748052258505,-0.9471094608306885,13.0,0.9471094608306885
15.200426892145124,9.795975262841294,7492.084357059881,0.3048859797890591,-0.9521740674972534,15.0,0.9521740674972534
15.200426892145124,9.795975262841294,7492.084357486424,0.3048859797890591,-0.9521740674972534,15.0,0.9521740674972534
16.455372641868635,10.16007276263976,7492.084374602921,0.017684845496462914,-0.9542781710624695,16.0,0.9542781710624695
24.921841317846926,10.160945515483366,7492.084375029464,0.016010481939830828,-0.9570268988609314,24.0,0.9570268988609314
7.967967697907145,9.264728163637447,7493.193860073033,0.26594842244256234,-0.9426482319831848,7.0,0.9426482319831848
25.176238184315892,10.160945515483366,7492.084375029464,0.016010481939830828,-0.9613741040229797,25.0,0.9613741040229797
4.247349361717587,10.276290516704833,7493.081783703685,0.2791662052146773,-0.9102864265441895,4.0,0.9102864265441895
25.176238184315892,10.160945515483366,7492.085185213184,0.016010481939830828,-0.9613741040229797,25.0,0.9613741040229797
