iterations,cfg,sd_seed,guidance_rescale,f1_alg,f2,fitness_yolo
64.62490587056999,8.885905404546447,6526.822687651507,0.873986064496225,-0.9738242626190186,64.0,0.9738242626190186
62.429582201072236,6.7128231063921255,6526.822687651507,0.13499784497163,-0.9673987627029419,62.0,0.9673987627029419
65.36672546588966,7.298373561756573,6526.822687651507,0.11723140560503278,-0.9743490815162659,65.0,0.9743490815162659
4.2509356636548015,6.713759778716365,5973.243527448567,0.3977746676137375,-0.8978378772735596,4.0,0.8978378772735596
17.0445376685266,16.85776686505742,8787.093952926904,0.16696794104423363,-0.96382737159729,17.0,0.96382737159729
14.057865642029142,17.412733635037625,8796.89203462471,0.11722809123663853,-0.9483171701431274,14.0,0.9483171701431274
16.227299295892077,16.735951109723697,8787.093952926904,0.9137837913480888,-0.9618194103240967,16.0,0.9618194103240967
61.96807579945808,7.3349010974515965,6526.822687651507,0.11723140560503278,-0.9647465348243713,61.0,0.9647465348243713
3.880993582190585,16.722104857711965,5973.243527448567,0.900078701560024,-0.3150657117366791,3.0,0.3150657117366791
14.084787850731626,17.412733635037625,8796.89203462471,0.11722809123663853,-0.9483171701431274,14.0,0.9483171701431274
17.116591156337602,16.85776686505742,8787.093952926904,0.16696794104423363,-0.96382737159729,17.0,0.96382737159729
81.51945797095891,7.29664040267351,6526.822687651507,0.10296941294159351,-0.9749612808227539,81.0,0.9749612808227539
